Email_ID,Sender_Domain_Reputation,Email_Subject_Type,URL_Legitimacy_Score,Attachment_Type,Email_Presentation,User_ID,Stress_Level,Curiosity_Index,Urgency_Trigger,Prior_Training,Email_Opened,Link_Clicked,Attachment_Downloaded,Reported_Phishing,Time_to_React
196,0.3492095746126609,Reward,0.06817230938549357,.pdf,Poorly_Formed,183,0.9620584989413515,0.269439446303655,0,1,1,0,0,0,237.0
197,0.7259556788702394,Curiosity,0.025811906949486985,.pdf,Well_Formed,81,0.5089590404220475,0.27752280490239256,0,0,0,0,0,0,
198,0.8971102599525771,Fear,0.13516628915482276,.pdf,Well_Formed,174,0.4528248052843268,0.9334131270234548,1,0,1,0,1,0,8.0
199,0.8870864242651173,Reward,0.9631151115891738,none,Well_Formed,152,0.2786943159285258,0.7235345733310886,0,1,0,0,0,1,
200,0.7798755458576239,Urgency,0.549529535895017,none,Poorly_Formed,75,0.95887187319041,0.5771866762233089,1,1,1,0,0,0,60.0
201,0.6420316461542878,Urgency,0.96582216115322,.pdf,Well_Formed,26,0.14281430447286736,0.647720054420612,0,1,0,0,0,1,
202,0.08413996499504883,Reward,0.432497878330132,none,Well_Formed,127,0.579829576047725,0.029299443103418366,1,0,0,1,0,0,
203,0.16162871409461377,Curiosity,0.3118161330852596,.zip,Poorly_Formed,115,0.2825502675186389,0.6181029655616969,0,0,0,0,0,0,
204,0.8985541885270792,Curiosity,0.5061418628402441,.zip,Well_Formed,126,0.2790082903477966,0.5095088732242019,0,1,0,0,0,1,
205,0.6064290596595899,Urgency,0.4395116886329101,none,Well_Formed,28,0.40496858737618846,0.5457496797794357,0,0,0,0,0,0,
206,0.009197051616629648,Urgency,0.10566468426174391,none,Well_Formed,131,0.9987929358156545,0.3594238268308171,1,0,1,1,0,0,178.0
207,0.1014715428660321,Curiosity,0.6408263146902062,.zip,Well_Formed,75,0.054966306839822066,0.08147389771294189,0,0,0,0,0,0,
208,0.6635017691080558,Fear,0.2160381825095996,.zip,Poorly_Formed,166,0.5785418182035315,0.19333923361205219,0,1,0,0,0,0,
209,0.005061583846218687,Reward,0.6195879548978296,.zip,Poorly_Formed,189,0.08257215803527718,0.9507447132126717,0,0,0,0,1,0,
210,0.16080805141749865,Urgency,0.6502010923981534,.zip,Well_Formed,78,0.15452082999051897,0.40869956227093396,1,1,0,0,0,1,
211,0.5487337893665861,Urgency,0.1520248531286481,none,Poorly_Formed,179,0.4395629417728987,0.46668315583086417,0,1,0,0,0,1,
212,0.6918951976926933,Curiosity,0.06134962711066816,.pdf,Well_Formed,90,0.5104601313464413,0.05270978985343899,0,0,0,0,0,0,
213,0.6519612595026005,Reward,0.7807615860684398,.pdf,Well_Formed,176,0.258792408364524,0.03756622954398059,0,1,0,0,0,1,
214,0.22426930946055978,Curiosity,0.4598004237693202,.pdf,Well_Formed,21,0.3164571308744162,0.7171814470467577,1,1,0,0,1,1,
215,0.7121792213475359,Reward,0.05816379550547579,.zip,Well_Formed,54,0.08696702025593306,0.5380946641211113,1,1,0,0,0,1,
216,0.23724908749680007,Reward,0.9948663171697671,.zip,Poorly_Formed,184,0.3032197838442505,0.5087059842162667,0,0,0,0,0,0,
217,0.3253996981592677,Reward,0.05778056099636664,.pdf,Poorly_Formed,103,0.9665584393805441,0.24312453042266868,0,1,1,0,0,0,252.0
218,0.7464914051180241,Urgency,0.6950352288585532,none,Poorly_Formed,59,0.9447073816724817,0.7447507316299222,0,0,1,0,0,0,105.0
219,0.6496328990472147,Fear,0.9836789252634136,none,Poorly_Formed,72,0.334878290136985,0.16823657910849188,0,1,0,0,0,1,
220,0.8492234104941779,Curiosity,0.23918010421592562,.zip,Poorly_Formed,179,0.5708539362787616,0.18993474366102003,0,0,0,0,0,0,
221,0.6576128923003434,Fear,0.14224936868719618,none,Poorly_Formed,20,0.9095953911109443,0.46071217134827547,1,0,1,0,0,0,286.0
222,0.5683086033354716,Curiosity,0.1213849394224289,none,Well_Formed,112,0.0061838226408966745,0.2862798621119409,0,1,0,0,0,1,
223,0.09367476782809248,Reward,0.30327514756759555,none,Well_Formed,59,0.8106835703375919,0.24746298123314636,1,1,0,1,0,0,
224,0.3677158030594335,Urgency,0.10104581101064669,.pdf,Poorly_Formed,71,0.948369552788919,0.6452376445533317,0,1,1,0,0,0,267.0
225,0.26520236768172545,Fear,0.6921613416941319,.pdf,Poorly_Formed,137,0.09132573433355706,0.6509717452185445,1,0,0,0,0,0,
226,0.24398964337908358,Urgency,0.06229179813006269,.pdf,Well_Formed,109,0.16144768603292103,0.8245170697999292,0,0,0,0,1,0,
227,0.9730105547524456,Curiosity,0.5094221281497897,.zip,Poorly_Formed,129,0.9607463027713554,0.41770856697297587,0,1,1,0,0,0,132.0
228,0.3930977246667604,Urgency,0.9966968538529768,.zip,Poorly_Formed,157,0.5375401436403463,0.07308509102615024,0,1,0,0,0,0,
229,0.8920465551771133,Urgency,0.8139702695060188,.zip,Poorly_Formed,191,0.014196634471723701,0.2736663849214577,0,1,0,0,0,1,
230,0.6311386259972629,Fear,0.6152194382310109,.pdf,Well_Formed,200,0.25763199876352916,0.9800054631968169,0,0,1,0,1,0,100.0
231,0.7948113035416484,Reward,0.30625362078661167,none,Poorly_Formed,56,0.4499436742688596,0.5962585752327021,1,0,0,0,0,0,
232,0.5026370931051921,Urgency,0.6238958362916385,.pdf,Well_Formed,196,0.6929089110247677,0.7097370848010203,1,1,1,0,1,0,184.0
233,0.5769038846263591,Reward,0.5270414639116516,.zip,Poorly_Formed,35,0.7331603781367996,0.007357829625414536,0,1,0,0,0,0,
234,0.4925176938188639,Curiosity,0.4260833838903715,none,Well_Formed,123,0.9954215129254561,0.5182057321825209,0,0,1,0,0,0,239.0
235,0.1952429877980445,Urgency,0.13071037674019947,none,Poorly_Formed,131,0.287511199383759,0.03752865753180312,0,1,0,0,0,1,
236,0.7224521152615053,Fear,0.8866042152404667,none,Poorly_Formed,104,0.5382201018684752,0.569230212091448,0,1,0,0,0,0,
237,0.2807723624408558,Curiosity,0.4497846488213225,none,Well_Formed,7,0.533323547859605,0.9207708496360754,0,0,1,0,0,0,150.0
238,0.02431596643145384,Curiosity,0.19462251182076507,.pdf,Well_Formed,27,0.4056452594472375,0.9684191305004078,1,0,1,0,1,0,95.0
239,0.6454722959071678,Fear,0.3677593508772896,none,Well_Formed,1,0.1691618938424202,0.5405526753889242,1,0,0,0,0,0,
240,0.17711067940704894,Urgency,0.41412975252892703,.zip,Well_Formed,199,0.9774565631838426,0.45820480525221596,1,1,1,1,0,0,9.0
241,0.9404585843529143,Urgency,0.8275378955668743,.pdf,Well_Formed,172,0.8533171866665861,0.945017094248494,0,0,1,0,1,0,86.0
242,0.9539285770025874,Curiosity,0.733614380561402,.zip,Well_Formed,87,0.4983330282942372,0.6736098319966951,1,0,0,0,0,0,
243,0.9148643902204485,Urgency,0.7693048936413398,.zip,Well_Formed,41,0.6032454226840298,0.06489927953840946,1,1,0,0,0,0,
244,0.3701587002554444,Reward,0.011031264428647214,.zip,Poorly_Formed,123,0.2272610535596623,0.46572557766749756,0,0,0,0,0,0,
245,0.015456616528867428,Fear,0.4161539981797615,.pdf,Poorly_Formed,75,0.5437870703917469,0.2402450184643039,0,0,0,0,0,0,
246,0.9283185625877254,Reward,0.4813441516353236,none,Poorly_Formed,42,0.6949701331214758,0.46980432144868156,1,0,0,0,0,0,
247,0.42818414831731433,Urgency,0.019192276823056686,.pdf,Well_Formed,117,0.5151670283865888,0.45546557200636173,0,1,0,0,0,0,
248,0.9666548190436696,Curiosity,0.2598132087450342,.zip,Poorly_Formed,161,0.9902851705849413,0.582144802814742,0,1,1,0,0,0,146.0
249,0.9636199770892528,Fear,0.760289823122135,none,Poorly_Formed,178,0.6113416562477262,0.35677049034925123,0,0,0,0,0,0,
250,0.8530094554673601,Urgency,0.13710970572899905,.pdf,Well_Formed,63,0.37097371259216905,0.16427044945592806,0,1,0,0,0,1,
251,0.2944488920695857,Urgency,0.5353101314525917,.pdf,Well_Formed,165,0.7721520276158381,0.5037194345899563,0,1,1,0,0,0,116.0
252,0.38509772860192526,Curiosity,0.2152018720172375,.pdf,Well_Formed,187,0.17046251158164205,0.8302028843457621,1,0,0,0,1,0,
253,0.8511366715168569,Curiosity,0.012120774643893273,.zip,Poorly_Formed,127,0.38451581370626653,0.6640122280676023,1,0,0,0,0,0,
254,0.31692200515627766,Reward,0.24120145759954148,.pdf,Well_Formed,176,0.34695895037758584,0.33836786592521584,1,0,0,0,0,0,
255,0.1694927466860925,Fear,0.9758737549100538,none,Poorly_Formed,133,0.43180709510777726,0.9355230227588572,0,0,1,0,0,0,189.0
256,0.5568012624583502,Fear,0.8015371118829896,.zip,Poorly_Formed,48,0.7817798259287263,0.9122075712491822,1,1,1,0,1,0,233.0
257,0.936154774160781,Curiosity,0.9595766443210334,.pdf,Poorly_Formed,3,0.48417303216340746,0.20934839938409877,0,1,0,0,0,1,
258,0.696029796674973,Reward,0.48785404392636245,none,Poorly_Formed,116,0.7940144502659627,0.039417585120362975,0,0,0,0,0,0,
259,0.570061170089365,Fear,0.1097361986775035,none,Poorly_Formed,175,0.5764889031398659,0.7413087083507622,0,0,1,0,0,0,74.0
260,0.09717649377076854,Curiosity,0.547959488973693,.zip,Well_Formed,190,0.34206943465755535,0.8276102613491533,0,0,0,0,1,0,
261,0.6150072266991697,Urgency,0.4543773345599609,.zip,Poorly_Formed,99,0.8099787436834724,0.9678645659513553,0,1,1,0,1,0,114.0
262,0.9900538501042633,Fear,0.844357082739616,.zip,Well_Formed,116,0.23828967055309158,0.8898363940883107,0,0,0,0,1,0,
263,0.14008401523652403,Reward,0.09808258078424459,.pdf,Well_Formed,14,0.2243829797997955,0.6005347682064148,0,1,0,0,0,1,
264,0.5183296523637367,Reward,0.4882411370217782,.pdf,Poorly_Formed,191,0.5045029240548358,0.5300523392123808,0,0,0,0,0,0,
265,0.8773730719279554,Reward,0.15004866469398426,.zip,Poorly_Formed,112,0.2608492459620889,0.02784105126258629,1,1,0,0,0,1,
266,0.7407686177542044,Urgency,0.32467592689006,none,Poorly_Formed,61,0.009087034951216322,0.24665644684477783,0,1,0,0,0,1,
267,0.697015740995268,Fear,0.7373570773877997,.pdf,Well_Formed,159,0.6482975272988015,0.45961475173292643,1,0,0,0,0,0,
268,0.7024840839871093,Fear,0.47601812936876653,.zip,Poorly_Formed,95,0.511093821472398,0.6285039000835678,0,0,0,0,0,0,
269,0.35949115121975517,Urgency,0.37588828514576933,.pdf,Poorly_Formed,17,0.4455178144931612,0.5572518333184107,0,1,0,0,0,1,
270,0.29359184426449336,Fear,0.3944762785700353,.pdf,Poorly_Formed,124,0.9669685146183153,0.7426359896816905,1,0,1,1,1,0,104.0
271,0.8093611554785136,Urgency,0.45944676840598664,.zip,Well_Formed,24,0.5711991839629137,0.27976693088704085,0,1,0,0,0,0,
272,0.8101133946791808,Urgency,0.7850165438370569,.zip,Well_Formed,116,0.8634315777893845,0.5649526076524732,0,0,1,0,0,0,61.0
273,0.8670723185801037,Urgency,0.8920846889402344,none,Poorly_Formed,151,0.13945023620516017,0.08814224339079213,1,1,0,0,0,1,
274,0.9132405525564713,Reward,0.9553346865039283,.pdf,Well_Formed,82,0.5692064631294277,0.41366552358320696,0,0,0,0,0,0,
275,0.5113423988609378,Fear,0.7869033862552951,.pdf,Well_Formed,50,0.8679796267309029,0.750160832954601,1,1,1,1,1,0,148.0
276,0.5015162946871996,Urgency,0.31540689574801273,.pdf,Well_Formed,79,0.583105757279898,0.693400853429044,0,1,1,0,0,0,55.0
277,0.7982951789667752,Fear,0.6881347060865421,.zip,Well_Formed,79,0.7180141781270015,0.990642737172179,0,1,1,0,1,0,222.0
278,0.6499639307777652,Reward,0.4376031240553919,.zip,Well_Formed,70,0.3720435678122074,0.277891125987756,0,1,0,0,0,1,
279,0.7019668772577033,Urgency,0.2546706220460512,.pdf,Well_Formed,27,0.09244951703706661,0.49818929917397914,0,1,0,0,0,1,
280,0.795792669436101,Curiosity,0.8408715794259226,.zip,Well_Formed,15,0.4579002951270714,0.3295304137739967,1,0,0,0,0,0,
281,0.8900053418175663,Reward,0.038426348962324997,.zip,Poorly_Formed,50,0.3944793908388575,0.44060311405917474,1,1,0,0,0,1,
282,0.3379951568515358,Curiosity,0.9017619921354235,none,Poorly_Formed,36,0.8670601823789473,0.8569501298693881,0,1,1,0,0,0,57.0
283,0.375582952639944,Fear,0.46147746462473416,none,Poorly_Formed,8,0.24399530235247224,0.6842090751884866,0,0,0,0,0,0,
284,0.093981939840869,Fear,0.6372014768082804,none,Well_Formed,79,0.9667342275351081,0.8824411913475817,1,1,1,1,0,0,154.0
285,0.578280140996174,Reward,0.6593539222057827,none,Well_Formed,131,0.9581381198044961,0.20351110833188646,0,1,0,0,0,0,
286,0.035942273796742086,Fear,0.8951177407065364,.zip,Poorly_Formed,190,0.2476316430714387,0.873361117841438,0,1,0,0,1,1,
287,0.46559801813246016,Curiosity,0.6366696821672073,none,Well_Formed,47,0.3480519554773205,0.05976227417838442,0,0,0,0,0,0,
288,0.5426446347075766,Urgency,0.6139335847600618,.zip,Poorly_Formed,105,0.895555740873885,0.8885992804371524,0,0,1,0,1,0,29.0
289,0.2865412521282844,Urgency,0.06665204056068996,none,Poorly_Formed,98,0.9666222208961075,0.3290737794607279,1,0,1,1,0,0,298.0
290,0.5908332605690108,Urgency,0.5184080219452041,none,Well_Formed,96,0.44343910283604404,0.3145876334140665,1,0,0,0,0,0,
291,0.03050024993904943,Reward,0.15016900081704165,none,Poorly_Formed,189,0.3209970456408978,0.5120885766986639,0,1,0,0,0,1,
292,0.03734818874921442,Fear,0.7374337687214856,none,Poorly_Formed,160,0.526094013251542,0.9406901877232318,0,0,1,0,0,0,256.0
293,0.8226005606596583,Curiosity,0.5122219208126745,.pdf,Well_Formed,116,0.6877692063657348,0.04778136468140537,0,0,0,0,0,0,
294,0.3601906414112629,Fear,0.6802277792083533,.zip,Well_Formed,13,0.2734745153749798,0.3522309750707453,0,1,0,0,0,1,
295,0.12706051265188478,Fear,0.041672900602384266,.pdf,Poorly_Formed,1,0.7364731746190728,0.8565719886833357,0,0,1,0,1,0,57.0
296,0.5222432600548044,Fear,0.08479201604580322,.pdf,Well_Formed,34,0.051657357114641034,0.39605447743546673,1,0,0,0,0,0,
297,0.7699935530986108,Urgency,0.7163233880626823,.zip,Well_Formed,190,0.04929449276441644,0.199156897597067,0,0,0,0,0,0,
298,0.21582102749684318,Curiosity,0.07208433599867337,.pdf,Poorly_Formed,79,0.3862877051455452,0.4247941813314118,0,0,0,0,0,0,
299,0.6228904758190003,Curiosity,0.0712567277652586,none,Poorly_Formed,78,0.3534731920607206,0.3855525014916693,0,1,0,0,0,1,
300,0.085347464993768,Fear,0.01210847523488745,.zip,Well_Formed,121,0.3156332153671523,0.9154162014667034,0,1,1,0,1,1,172.0
301,0.0516817211686077,Urgency,0.9565013982994801,none,Poorly_Formed,93,0.49101976266891,0.7619343757430971,0,1,1,0,0,1,46.0
302,0.531354631568148,Urgency,0.737508359459007,none,Well_Formed,98,0.32073358231157123,0.5051155557440064,1,0,0,0,0,0,
303,0.5406351216101065,Curiosity,0.35325140850206416,none,Well_Formed,82,0.19225791846809193,0.9883705667215711,0,1,0,0,0,1,
304,0.6374299014982066,Urgency,0.2965355812876552,none,Well_Formed,199,0.3094695490886009,0.4652775312759233,1,0,0,0,0,0,
305,0.7260913337226615,Urgency,0.34970322974584955,.pdf,Poorly_Formed,159,0.974904272810235,0.05823783082027523,0,0,0,0,0,0,
306,0.9758520794625346,Urgency,0.7746535311811819,none,Well_Formed,192,0.4111134169948486,0.2622743218149849,0,0,0,0,0,0,
307,0.5163003483011953,Reward,0.6613706110704144,none,Poorly_Formed,153,0.44471277685833577,0.4360704802193126,0,0,0,0,0,0,
308,0.32295647294124596,Fear,0.18519556786746794,.zip,Poorly_Formed,38,0.57654498995114,0.1569026241461201,0,0,0,0,0,0,
309,0.7951861947687037,Curiosity,0.17410933533408435,.pdf,Poorly_Formed,14,0.9833407684142266,0.947565126324043,0,0,1,0,1,0,241.0
310,0.2708322512620742,Curiosity,0.09839564971339732,none,Poorly_Formed,136,0.241601276435763,0.7668488978177731,0,1,0,0,0,1,
311,0.4389714207056361,Reward,0.6603027197013381,.zip,Well_Formed,91,0.6812821105324338,0.26828720042777265,1,0,0,0,0,0,
312,0.07845638134226596,Fear,0.7643726622217359,.pdf,Poorly_Formed,54,0.7159846935417241,0.5908045335179158,1,0,1,1,0,0,159.0
313,0.02535074341545751,Curiosity,0.265046428325004,.pdf,Poorly_Formed,130,0.6073244167930659,0.721449157109572,0,0,1,0,1,0,141.0
314,0.9626484146779251,Urgency,0.020944961030912812,.zip,Well_Formed,101,0.08857833963664408,0.941278928906798,0,1,0,0,1,1,
315,0.8359801205122058,Curiosity,0.08217166747642735,.pdf,Poorly_Formed,89,0.6768722758275765,0.8816353491754106,0,0,1,0,1,0,203.0
316,0.695974206093698,Urgency,0.9678600348450305,none,Well_Formed,56,0.06409471103617548,0.5151922261382137,0,1,0,0,0,1,
317,0.4089529444142699,Reward,0.29544477747742026,.pdf,Poorly_Formed,94,0.5961426495498969,0.7746526197930176,0,1,1,0,1,0,11.0
318,0.17329432007084578,Urgency,0.7692231478381336,.zip,Well_Formed,93,0.7395811772217427,0.562144753827585,1,0,1,1,0,0,204.0
319,0.15643704267108605,Curiosity,0.6246635688542638,.zip,Well_Formed,84,0.21096989061995042,0.5527038900455401,0,0,0,0,0,0,
320,0.25024289816459533,Curiosity,0.3819396396528959,.pdf,Poorly_Formed,85,0.841622007542774,0.1147419583381919,0,0,0,0,0,0,
321,0.5492266647061205,Curiosity,0.2056872621955551,none,Poorly_Formed,189,0.030353805533004263,0.12613765801615207,0,1,0,0,0,1,
322,0.7145959227000623,Reward,0.12138641815940643,.zip,Poorly_Formed,22,0.8438128636583061,0.5295336150224574,0,0,1,0,0,0,217.0
323,0.6601973767177313,Reward,0.6150129680388666,.pdf,Well_Formed,35,0.4603290506427651,0.2688615449790066,1,0,0,0,0,0,
324,0.27993389694594284,Fear,0.774633780637788,.zip,Poorly_Formed,16,0.2175879399316445,0.02103690246046863,0,0,0,0,0,0,
325,0.9548652806631941,Curiosity,0.6439042535411307,.pdf,Poorly_Formed,50,0.133778144993968,0.7228392039002123,0,1,0,0,1,1,
326,0.7378969166957685,Urgency,0.5303021332491583,none,Poorly_Formed,122,0.9533071675823725,0.03248659669016496,1,0,0,0,0,0,
327,0.5543540525114007,Reward,0.041951223431636264,none,Poorly_Formed,128,0.07266558758115671,0.5952768411040545,0,0,0,0,0,0,
328,0.6117207462343522,Curiosity,0.9684887775943838,.zip,Poorly_Formed,113,0.19909341993592566,0.5391937941273144,1,1,0,0,0,1,
329,0.4196000624277899,Curiosity,0.7987141916545746,.pdf,Well_Formed,171,0.34782234743304596,0.9688146905778044,0,1,1,0,1,1,252.0
330,0.24773098950115746,Reward,0.29282203670096474,.zip,Poorly_Formed,17,0.6202348489611205,0.48421313934764165,0,1,0,0,0,0,
331,0.3559726786512616,Fear,0.9799703293588506,.pdf,Poorly_Formed,80,0.5448010852760984,0.06360143637779736,1,0,0,0,0,0,
332,0.7578461104643691,Reward,0.6018815896363221,.pdf,Well_Formed,186,0.12564349241231398,0.5516879678064617,0,1,0,0,0,1,
333,0.014393488629755868,Reward,0.5824226582072465,.zip,Well_Formed,130,0.2897279837382146,0.8410961706161014,0,1,0,0,1,1,
334,0.11607264050691624,Urgency,0.7480731794295321,.zip,Poorly_Formed,132,0.23875177108602408,0.9968492842814399,0,0,1,0,1,0,92.0
335,0.04600264202175275,Urgency,0.8117697880901376,.pdf,Poorly_Formed,85,0.21354285449034138,0.4303431736890725,0,1,0,0,0,1,
336,0.040728802318970136,Fear,0.6564786073315027,none,Poorly_Formed,167,0.41114433647998705,0.3202987424967425,1,0,0,0,0,0,
337,0.8554605840110072,Curiosity,0.12809574636620003,none,Well_Formed,94,0.7040314525916569,0.9066532969519989,1,1,1,0,0,0,215.0
338,0.7036578593800237,Reward,0.3382675059944984,.zip,Poorly_Formed,134,0.21745293221723594,0.19124212907612137,1,0,0,0,0,0,
339,0.4741738290873252,Fear,0.9280836403260497,none,Well_Formed,81,0.3666788797029814,0.6154289150329266,1,1,0,0,0,1,
340,0.09783416065100148,Urgency,0.22461561184385193,.pdf,Well_Formed,69,0.39091742684116226,0.4057144241809477,0,0,0,0,0,0,
341,0.49161587511683236,Reward,0.3721670238375133,.pdf,Well_Formed,69,0.9764565294354102,0.041082364955555284,0,1,0,0,0,0,
342,0.4734717707805657,Curiosity,0.432076882944196,none,Poorly_Formed,148,0.9546663568790689,0.34728847430569776,0,0,1,0,0,0,85.0
343,0.17320186991001518,Urgency,0.4394049896944522,none,Poorly_Formed,192,0.8001375827520759,0.2652285225026746,0,1,0,0,0,0,
344,0.43385164923797304,Urgency,0.6129395824945255,none,Poorly_Formed,16,0.24165892081918516,0.6860911539434869,0,1,0,0,0,1,
345,0.39850473439737344,Urgency,0.9430758377447076,.pdf,Poorly_Formed,51,0.06803731409166969,0.9487904976919181,1,0,0,0,1,0,
346,0.6158500980522165,Fear,0.24069271183250496,.pdf,Well_Formed,105,0.31690413772062476,0.26804718737863775,0,1,0,0,0,1,
347,0.6350936508676438,Curiosity,0.12150137630091806,none,Well_Formed,165,0.26679454943383085,0.8114659391516817,0,1,0,0,0,1,
348,0.04530400977204452,Reward,0.19747048985993731,.zip,Well_Formed,197,0.5059258001463939,0.05535981693840952,0,0,0,0,0,0,
349,0.3746126146264712,Fear,0.8869249002092695,.pdf,Well_Formed,170,0.7777279100677931,0.5381210100398132,1,0,1,1,0,0,33.0
350,0.6258599157142364,Fear,0.645810812655206,.pdf,Poorly_Formed,185,0.858322938878858,0.07055006370989458,1,1,0,0,0,0,
351,0.5031362585800877,Fear,0.28590678923916013,.pdf,Poorly_Formed,66,0.8448640854105085,0.9340329911306393,1,0,1,1,1,0,273.0
352,0.8564898411883223,Urgency,0.8159469389686173,.zip,Poorly_Formed,9,0.35967556122306776,0.7663512805573902,0,0,0,0,1,0,
353,0.658693631618945,Curiosity,0.861369996363436,.zip,Well_Formed,107,0.6872343434606829,0.6579499112045923,1,0,1,0,0,0,262.0
354,0.1629344270814297,Fear,0.846514338690278,none,Well_Formed,100,0.31283419752422004,0.8238963816246643,0,0,0,0,0,0,
355,0.07056874740042984,Reward,0.9189265336395545,.zip,Well_Formed,86,0.06090554323518271,0.6475197955701631,1,0,0,0,0,0,
356,0.6424192782063156,Curiosity,0.2522410201733616,.pdf,Poorly_Formed,64,0.7015652656029423,0.9689443971742911,0,0,1,0,1,0,138.0
357,0.026511310541621813,Reward,0.7550419287462783,.zip,Poorly_Formed,22,0.009827552569787845,0.7139579478647715,0,1,0,0,1,1,
358,0.5857755812734633,Curiosity,0.46053949727414,.zip,Well_Formed,162,0.40918258745848857,0.9246586095822468,0,1,1,0,1,1,36.0
359,0.9402302414249576,Reward,0.8419985528900615,.zip,Poorly_Formed,183,0.32937926930207573,0.517131892010638,1,0,0,0,0,0,
360,0.575474177875879,Urgency,0.7284906771616132,.zip,Well_Formed,157,0.6933775385188524,0.11706441298186265,0,1,0,0,0,0,
361,0.3881699262065219,Fear,0.7764474464997246,none,Well_Formed,166,0.7662454727603789,0.5281777214230171,1,1,1,1,0,0,63.0
362,0.6432882184423532,Reward,0.6561618376810715,.zip,Well_Formed,110,0.30409463597128383,0.1268728280630933,0,1,0,0,0,1,
363,0.45825289049151663,Curiosity,0.17742876946970687,none,Poorly_Formed,97,0.8116270144448535,0.592493479176405,0,0,1,0,0,0,160.0
364,0.5456167893159349,Fear,0.5450269188969383,.pdf,Poorly_Formed,18,0.29391676050493376,0.48249306052766294,0,0,0,0,0,0,
365,0.9414648087765252,Fear,0.9846697395245082,.pdf,Poorly_Formed,71,0.4463263599865612,0.6225753978327817,0,1,0,0,0,1,
366,0.38610263780077425,Curiosity,0.9373880664971189,.pdf,Poorly_Formed,193,0.7270185270141339,0.010046981054831594,0,1,0,0,0,0,
367,0.9611905638239142,Reward,0.04317373579701167,.pdf,Poorly_Formed,127,0.6929202292247886,0.1948404916553641,0,1,0,0,0,0,
368,0.9053506419560637,Urgency,0.16481481572943713,none,Well_Formed,97,0.9873684723122,0.4913304319121309,1,1,1,0,0,0,58.0
369,0.19579113478929644,Urgency,0.1317287734545619,.zip,Well_Formed,1,0.22516102421593187,0.9505035615891348,0,0,0,0,1,0,
370,0.06936130087516545,Reward,0.7259799099852955,.pdf,Poorly_Formed,132,0.6623179135395824,0.3836090403551584,1,1,0,1,0,0,
371,0.10077800137742665,Fear,0.8177853298569451,none,Poorly_Formed,4,0.6096819082757774,0.42437202605363467,0,0,0,0,0,0,
372,0.018221825651549728,Fear,0.2135113663106719,none,Poorly_Formed,125,0.9150984544900299,0.7146960890066222,1,0,1,1,0,0,116.0
373,0.0944429607559284,Fear,0.505852692951829,none,Poorly_Formed,82,0.15636214164487505,0.603792757286118,0,1,0,0,0,1,
374,0.6830067734163568,Fear,0.8407030280112,.pdf,Well_Formed,27,0.751798163586933,0.29892615009833323,0,0,0,0,0,0,
375,0.07118864846022899,Reward,0.7328015447662506,none,Poorly_Formed,171,0.5682686162687683,0.4108163955674278,0,0,0,0,0,0,
376,0.3189756302937613,Fear,0.5422372054918483,.pdf,Poorly_Formed,59,0.2746658697879054,0.21769979885723245,0,1,0,0,0,1,
377,0.8448753109694546,Curiosity,0.5903476904587729,.pdf,Poorly_Formed,32,0.4744349141471741,0.9660214591302085,1,0,1,0,1,0,48.0
378,0.023271935735825866,Fear,0.50836054691628,.zip,Well_Formed,161,0.3337765970697978,0.13063438155735974,0,1,0,0,0,1,
379,0.8144684825889358,Urgency,0.2975484513188206,.pdf,Well_Formed,28,0.5793134027884609,0.37183678456641944,0,1,0,0,0,0,
380,0.28185477477339993,Fear,0.5650219928590161,.zip,Poorly_Formed,106,0.8890006108146659,0.02583897222001119,1,1,0,1,0,0,
381,0.11816482762165625,Reward,0.6888853020500907,.pdf,Well_Formed,105,0.569304984412202,0.2217794919335464,0,0,0,0,0,0,
382,0.6967371653641506,Urgency,0.8733229158608077,none,Well_Formed,183,0.631722418326584,0.7804711383801549,1,0,1,0,0,0,185.0
383,0.628942846779884,Reward,0.6362913539792481,.zip,Well_Formed,188,0.5187478471147094,0.20117523228887946,0,0,0,0,0,0,
384,0.877472013527053,Reward,0.761121537043158,.zip,Poorly_Formed,70,0.051165506445475906,0.0800634025289656,1,0,0,0,0,0,
385,0.7350710438038858,Urgency,0.160071634954573,.zip,Well_Formed,62,0.23285855687609425,0.4744531798445233,0,0,0,0,0,0,
386,0.8034809303848486,Reward,0.4615574744197899,none,Well_Formed,34,0.49200172943208276,0.009969234734518495,0,1,0,0,0,1,
387,0.2820345725713065,Reward,0.009331619827093296,.pdf,Well_Formed,87,0.31023528374470477,0.08476615442633317,0,0,0,0,0,0,
388,0.17743954377972282,Fear,0.24667886452162302,.pdf,Well_Formed,114,0.18176359776119422,0.8076258695629751,1,1,0,0,1,1,
389,0.7506147516408583,Curiosity,0.7264617151130048,none,Well_Formed,106,0.5041328419184383,0.7714733448596064,0,0,1,0,0,0,154.0
390,0.806834739267264,Reward,0.9918099513493635,none,Poorly_Formed,56,0.3228097934478503,0.915138820404896,0,1,1,0,0,1,20.0
391,0.9905051420006733,Reward,0.0991780995872159,.pdf,Well_Formed,113,0.2581076431734147,0.8545154359107495,1,1,0,0,1,1,
392,0.4126176769114265,Reward,0.40149431586128825,.pdf,Well_Formed,13,0.4639854174403808,0.6831755632398181,1,0,0,0,0,0,
393,0.37201808579278317,Fear,0.8000709686991595,none,Well_Formed,184,0.13328425808217315,0.05233285730066284,1,0,0,0,0,0,
